run	success	duration	cost	GU__Ka_dis_edo	GU__EDOABS_k	LI__EDO2M4_Vmax	LI__EDO2M6_f	LI__EDO2MX_f	LI__MXEXBI_k	KI__EDOEX_k	KI__M4EX_k	KI__M6EX_k	KI__MXEX_k	message	x	x0
4	True	43.200520038604736	562.4396666540986	0.3559517961123874	0.021312888266795352	0.02467742534326666	0.20000000005912993	9.999946086529825	9.999998121216769e-05	1.5766419182037374	1.7146667975857133	0.5765035347258279	2.8819072042706586	`xtol` termination condition is satisfied.	"[3.55951796e-01 2.13128883e-02 2.46774253e-02 2.00000000e-01
 9.99994609e+00 9.99999812e-05 1.57664192e+00 1.71466680e+00
 5.76503535e-01 2.88190720e+00]"	"[4.09432361e-02 4.39069229e-02 1.00926477e-03 3.41422107e-01
 7.00522231e+00 1.14318152e-06 6.07793395e-03 2.40858251e-04
 2.70558680e-02 2.07113512e-02]"
5	True	62.64212250709534	562.5067294013629	0.36018865802153516	0.02098998957135453	0.024772238629282562	0.20001330661007805	9.99881619382319	9.999914621305034e-05	1.576669185697971	1.7294396324296333	0.5828650145814748	2.8580234946765906	`xtol` termination condition is satisfied.	"[3.60188658e-01 2.09899896e-02 2.47722386e-02 2.00013307e-01
 9.99881619e+00 9.99991462e-05 1.57666919e+00 1.72943963e+00
 5.82865015e-01 2.85802349e+00]"	"[3.14350000e-02 1.09283717e-01 1.36504149e-02 3.36011341e-01
 2.02386554e+00 5.45462402e-05 1.44175322e-04 1.66120573e-04
 1.19399345e+00 1.63139696e-04]"
8	True	51.64083528518677	562.5350562309746	0.35721305983491447	0.021622270225394393	0.024779509990777725	0.2000000000287766	9.999999999908857	9.999998029092943e-05	1.5743581824297277	1.7432868843781215	0.5732499330929253	2.753783756890539	`xtol` termination condition is satisfied.	"[3.57213060e-01 2.16222702e-02 2.47795100e-02 2.00000000e-01
 1.00000000e+01 9.99999803e-05 1.57435818e+00 1.74328688e+00
 5.73249933e-01 2.75378376e+00]"	"[1.17205114e+00 1.41764246e+00 2.31781033e-01 3.55333961e-01
 2.70266016e+00 8.33458530e-05 4.59434293e-03 2.11328789e-03
 1.06239403e+00 9.77563098e-01]"
0	True	36.15980815887451	562.877093747571	0.36972311459168883	0.020410193577958258	0.024824270568648034	0.2006386268782076	9.999868345095178	9.974562482845407e-05	1.5929189709370286	1.7789516010307582	0.588352263619795	3.4781851542347373	`xtol` termination condition is satisfied.	"[3.69723115e-01 2.04101936e-02 2.48242706e-02 2.00638627e-01
 9.99986835e+00 9.97456248e-05 1.59291897e+00 1.77895160e+00
 5.88352264e-01 3.47818515e+00]"	"[2.03154631e-02 5.47580789e-03 2.13414455e+00 2.67048395e-01
 9.46259947e+00 4.60180571e-05 2.91381044e-03 1.57699082e-04
 1.42232802e-02 4.71310551e-04]"
9	True	45.50550842285156	563.3468292091627	0.31694209613049745	0.02583926936504995	0.024082062432783893	0.2000013844078242	9.998656464170303	9.997539057503877e-05	1.517702342597578	1.6147867723755325	0.5013275033013668	9.698351573827562	`xtol` termination condition is satisfied.	"[3.16942096e-01 2.58392694e-02 2.40820624e-02 2.00001384e-01
 9.99865646e+00 9.99753906e-05 1.51770234e+00 1.61478677e+00
 5.01327503e-01 9.69835157e+00]"	"[4.63746606e-03 9.48616211e-03 2.94998422e-02 2.64248140e-01
 2.97411195e+00 7.67010294e-06 3.12246222e-02 4.08634360e-04
 2.36631687e+00 1.06835971e+00]"
10	True	42.16176223754883	563.947105641858	0.39292822469554567	0.019041376525133994	0.02538875188927974	0.20000196518626012	9.999994630999316	9.969271109002511e-05	1.6435401121281854	1.8436610095743784	0.6053912245547038	1.8738944658803085	`xtol` termination condition is satisfied.	"[3.92928225e-01 1.90413765e-02 2.53887519e-02 2.00001965e-01
 9.99999463e+00 9.96927111e-05 1.64354011e+00 1.84366101e+00
 6.05391225e-01 1.87389447e+00]"	"[1.62339278e-02 6.56727033e-01 5.78841185e-02 2.80847018e-01
 2.19601442e+00 4.22373616e-06 1.45965812e-04 2.12568496e-01
 2.27338059e-04 3.91394122e-02]"
7	True	71.24323725700378	564.1362372449033	0.3929218305711441	0.019044169333640764	0.025396090684316603	0.2000000009087253	9.999999998395912	9.999999999698081e-05	1.6384825845096418	1.8465663950072027	0.6055251645177165	1.7602571032594314	`ftol` termination condition is satisfied.	"[3.92921831e-01 1.90441693e-02 2.53960907e-02 2.00000001e-01
 1.00000000e+01 1.00000000e-04 1.63848258e+00 1.84656640e+00
 6.05525165e-01 1.76025710e+00]"	"[2.89925114e-03 6.66630721e-03 1.24419245e-03 3.18988398e-01
 2.33537864e+00 1.24323226e-05 7.14120361e-02 1.82538167e-02
 1.82058477e-01 6.54778803e+00]"
13	True	21.51062774658203	564.217367808165	1.2633422819506495	0.006042284581878857	0.02480075562336513	0.20647056476658404	9.976031208488488	6.985202057487439e-05	1.5948053892037266	1.7342055323783268	0.5864087727522836	3.0178882202747497	`xtol` termination condition is satisfied.	"[1.26334228e+00 6.04228458e-03 2.48007556e-02 2.06470565e-01
 9.97603121e+00 6.98520206e-05 1.59480539e+00 1.73420553e+00
 5.86408773e-01 3.01788822e+00]"	"[1.49258674e+01 1.58127642e-03 1.40054465e+00 2.94034290e-01
 4.44425579e+00 3.90438555e-06 2.55626641e-02 8.75808442e-01
 2.18939344e-02 7.45279805e-04]"
11	True	31.902264833450317	564.2931644054955	0.3612488121242144	0.02153327845105078	0.025029260976533317	0.20268798111709385	9.947416406657057	8.496999343526807e-05	1.6036468974264912	1.7838244296534036	0.6009751162015565	2.402371237568445	`xtol` termination condition is satisfied.	"[3.61248812e-01 2.15332785e-02 2.50292610e-02 2.02687981e-01
 9.94741641e+00 8.49699934e-05 1.60364690e+00 1.78382443e+00
 6.00975116e-01 2.40237124e+00]"	"[1.50894877e-01 1.49337601e-01 6.40741645e-03 3.55653513e-01
 7.63178969e+00 7.74057726e-06 1.94240815e-01 1.33906616e-04
 6.34691495e-04 3.48989745e-01]"
14	True	38.927584171295166	564.3759928750726	0.35426500450652315	0.02189256887879676	0.02487450001892068	0.20264530313620824	9.925370851781528	9.91032643329579e-05	1.5974431237475424	1.7387697620295612	0.575358675975246	2.6096285442653584	`xtol` termination condition is satisfied.	"[3.54265005e-01 2.18925689e-02 2.48745000e-02 2.02645303e-01
 9.92537085e+00 9.91032643e-05 1.59744312e+00 1.73876976e+00
 5.75358676e-01 2.60962854e+00]"	"[2.21831066e-01 6.02539473e-02 1.57868878e-01 3.83721240e-01
 8.59961399e+00 2.10094325e-05 5.26667172e+00 2.35479617e-01
 1.42026056e-04 2.89601444e-01]"
6	True	41.379841804504395	564.5288779600193	0.36008578478508446	0.02099261353330847	0.024303373172600076	0.20105809349419176	9.999536518263259	9.999817461931249e-05	1.6100179101861287	1.7218603019569778	0.571864679309811	5.808784831733487	`xtol` termination condition is satisfied.	"[3.60085785e-01 2.09926135e-02 2.43033732e-02 2.01058093e-01
 9.99953652e+00 9.99981746e-05 1.61001791e+00 1.72186030e+00
 5.71864679e-01 5.80878483e+00]"	"[6.24033294e-01 2.76303841e-02 2.99006356e-04 2.39847571e-01
 2.13050462e+00 2.05448820e-06 1.20261596e-03 3.73865926e-03
 4.19806742e-02 9.81891890e-03]"
2	True	26.020063161849976	565.6506808633925	1.0822821959355295	0.006891679337030321	0.02579594708734796	0.20000000007413232	9.999999999999883	9.999990613418519e-05	1.664364568976541	1.9081669153024798	0.6227124317629429	0.9974793803267794	`xtol` termination condition is satisfied.	"[1.08228220e+00 6.89167934e-03 2.57959471e-02 2.00000000e-01
 1.00000000e+01 9.99999061e-05 1.66436457e+00 1.90816692e+00
 6.22712432e-01 9.97479380e-01]"	"[1.31715460e+00 1.87478436e-03 2.62730189e-02 3.14878761e-01
 9.69937013e+00 9.71496387e-06 2.72835556e-04 5.18083274e+00
 4.95804241e-03 3.24691343e-03]"
3	True	26.453027725219727	569.5818468429314	0.36853675325526897	0.020483939921919003	0.024798077516359155	0.2001891701344035	9.999613280690278	9.9999986359481e-05	1.5813630863856938	1.782266047626632	0.5892289738049742	9.999204561998942	`xtol` termination condition is satisfied.	"[3.68536753e-01 2.04839399e-02 2.47980775e-02 2.00189170e-01
 9.99961328e+00 9.99999864e-05 1.58136309e+00 1.78226605e+00
 5.89228974e-01 9.99920456e+00]"	"[1.68491817e-02 7.83287743e-01 8.81832806e-01 2.45661363e-01
 2.35972011e+00 1.67634614e-05 8.16756299e-03 1.24696695e-03
 2.86064432e-02 7.15138466e-01]"
12	True	38.59932732582092	569.5890722511	0.36643368332042325	0.020554978554521975	0.024743469765648535	0.20000000004510393	9.999999689849577	9.999999711210224e-05	1.583844346470214	1.7756899260597272	0.5876313186140826	9.999995796546571	`ftol` termination condition is satisfied.	"[3.66433683e-01 2.05549786e-02 2.47434698e-02 2.00000000e-01
 9.99999969e+00 9.99999971e-05 1.58384435e+00 1.77568993e+00
 5.87631319e-01 9.99999580e+00]"	"[2.69320312e-02 6.79864346e+00 7.10500947e-01 4.94020594e-01
 2.79596293e+00 1.87859905e-06 3.48232268e+00 2.20390358e-04
 2.38047493e-04 5.22003539e-02]"
1	True	57.7602105140686	2480.9365879037864	99.99986475679651	9.999992885286858	0.04993960565834581	0.20003531023505056	9.99997590893669	9.774649276643647e-05	9.999956040099258	7.045493682340154	9.999891035885144	9.994565941808515	`xtol` termination condition is satisfied.	"[9.99998648e+01 9.99999289e+00 4.99396057e-02 2.00035310e-01
 9.99997591e+00 9.77464928e-05 9.99995604e+00 7.04549368e+00
 9.99989104e+00 9.99456594e+00]"	"[2.72764847e+01 6.39982032e-01 1.61449492e-02 3.08152541e-01
 2.03575760e+00 4.50177543e-06 2.91854659e-02 2.95365853e-03
 1.94958908e+00 1.24434518e-04]"
