study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Bathala2012	all	6.0	ED60	recovery	edoxaban+metabolites	feces	scintillation counting	recovery_edo_total_feces_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban+metabolites	feces	scintillation counting	recovery_edo_total_feces_ED60	168.0	hr	62.2	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban	feces	scintillation counting	recovery_edoxaban_total_feces_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban	feces	scintillation counting	recovery_edoxaban_total_feces_ED60	168.0	hr	49.1	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M6	feces	scintillation counting	recovery_M6_feces_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M6	feces	scintillation counting	recovery_M6_feces_ED60	168.0	hr	1.66	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M8	feces	scintillation counting	recovery_M8_feces_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M8	feces	scintillation counting	recovery_M8_feces_ED60	168.0	hr	0.34	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M1	feces	scintillation counting	recovery_M1_feces_ED60	0.0	hr	NA	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M1	feces	scintillation counting	recovery_M1_feces_ED60	168.0	hr	NA	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M4	feces	scintillation counting	recovery_M4_feces_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M4	feces	scintillation counting	recovery_M4_feces_ED60	168.0	hr	1.93	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban+metabolites	urine	scintillation counting	recovery_edo_total_urine_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban+metabolites	urine	scintillation counting	recovery_edo_total_urine_ED60	168.0	hr	35.4	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban	urine	scintillation counting	recovery_edoxaban_total_urine_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban	urine	scintillation counting	recovery_edoxaban_total_urine_ED60	168.0	hr	23.8	NA	NA	NA	5.47610619469027	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M6	urine	scintillation counting	recovery_M6_urine_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M6	urine	scintillation counting	recovery_M6_urine_ED60	168.0	hr	0.45	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M8	urine	scintillation counting	recovery_M8_urine_ED60	0.0	hr	NA	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M8	urine	scintillation counting	recovery_M8_urine_ED60	168.0	hr	NA	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M1	urine	scintillation counting	recovery_M1_urine_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M1	urine	scintillation counting	recovery_M1_urine_ED60	168.0	hr	1.85	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M4	urine	scintillation counting	recovery_M4_urine_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M4	urine	scintillation counting	recovery_M4_urine_ED60	168.0	hr	1.56	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban+metabolites	feces_urine	scintillation counting	recovery_edo_total_feces_urine_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban+metabolites	feces_urine	scintillation counting	recovery_edo_total_feces_urine_ED60	168.0	hr	97.6	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban	feces_urine	scintillation counting	recovery_edoxaban_total_feces_urine_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban	feces_urine	scintillation counting	recovery_edoxaban_total_feces_urine_ED60	168.0	hr	72.8	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M6	feces_urine	scintillation counting	recovery_M6_feces_urine_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M6	feces_urine	scintillation counting	recovery_M6_feces_urine_ED60	168.0	hr	2.11	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M8	feces_urine	scintillation counting	recovery_M8_feces_urine_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M8	feces_urine	scintillation counting	recovery_M8_feces_urine_ED60	168.0	hr	0.34	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M1	feces_urine	scintillation counting	recovery_M1_feces_urine_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M1	feces_urine	scintillation counting	recovery_M1_feces_urine_ED60	168.0	hr	1.85	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M4	feces_urine	scintillation counting	recovery_M4_feces_urine_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M4	feces_urine	scintillation counting	recovery_M4_feces_urine_ED60	168.0	hr	3.49	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban+metabolites	feces	scintillation counting	edo_total_feces_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban+metabolites	feces	scintillation counting	edo_total_feces_ED60	168.0	hr	68.094982647822	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban	feces	scintillation counting	edoxaban_feces_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban	feces	scintillation counting	edoxaban_feces_ED60	168.0	hr	53.753434855435	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban-M6	feces	scintillation counting	M6_feces_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban-M6	feces	scintillation counting	M6_feces_ED60	168.0	hr	1.81732590346277	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban-M8	feces	scintillation counting	M8_feces_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban-M8	feces	scintillation counting	M8_feces_ED60	168.0	hr	0.372223377817676	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban-M1	feces	scintillation counting	M1_feces_ED60	0.0	hr	NA	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban-M1	feces	scintillation counting	M1_feces_ED60	168.0	hr	NA	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban-M4	feces	scintillation counting	M4_feces_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban-M4	feces	scintillation counting	M4_feces_ED60	168.0	hr	2.11291505643563	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban+metabolites	urine	scintillation counting	edo_total_urine_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban+metabolites	urine	scintillation counting	edo_total_urine_ED60	168.0	hr	38.7550222786639	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban	urine	scintillation counting	edoxaban_urine_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban	urine	scintillation counting	edoxaban_urine_ED60	168.0	hr	26.0556364472373	NA	NA	NA	5.99510219139974	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban-M6	urine	scintillation counting	M6_urine_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban-M6	urine	scintillation counting	M6_urine_ED60	168.0	hr	0.492648588288101	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban-M8	urine	scintillation counting	M8_urine_ED60	0.0	hr	NA	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban-M8	urine	scintillation counting	M8_urine_ED60	168.0	hr	NA	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban-M1	urine	scintillation counting	M1_urine_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban-M1	urine	scintillation counting	M1_urine_ED60	168.0	hr	2.02533308518442	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban-M4	urine	scintillation counting	M4_urine_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban-M4	urine	scintillation counting	M4_urine_ED60	168.0	hr	1.70784843939875	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban+metabolites	feces_urine	scintillation counting	edo_total_feces_urine_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban+metabolites	feces_urine	scintillation counting	edo_total_feces_urine_ED60	168.0	hr	106.850004926486	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban	feces_urine	scintillation counting	edoxaban_feces_urine_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban	feces_urine	scintillation counting	edoxaban_feces_urine_ED60	168.0	hr	79.6995938386083	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban-M6	feces_urine	scintillation counting	M6_feces_urine_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban-M6	feces_urine	scintillation counting	M6_feces_urine_ED60	168.0	hr	2.30997449175087	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban-M8	feces_urine	scintillation counting	M8_feces_urine_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban-M8	feces_urine	scintillation counting	M8_feces_urine_ED60	168.0	hr	0.372223377817676	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban-M1	feces_urine	scintillation counting	M1_feces_urine_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban-M1	feces_urine	scintillation counting	M1_feces_urine_ED60	168.0	hr	2.02533308518442	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban-M4	feces_urine	scintillation counting	M4_feces_urine_ED60	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	µmole	NA
Bathala2012	all	6.0	ED60	cumulative amount	edoxaban-M4	feces_urine	scintillation counting	M4_feces_urine_ED60	168.0	hr	3.82076349583438	NA	NA	NA	NA	NA	NA	µmole	NA
